,0,1,2,3,4,5,6,7,8,9,10
0,0,0.08428327528127547,0.08522508059486686,0.04405509731963742,0.030645926795046977,0.06387095411158507,0.07293414152507545,0.025055721432836915,0.01117172286905041,0.0829870211144089,0.4371322112360405
1,0.030076914829801075,0.08210480579063088,0.0824423087730284,0.0398509946927642,0.15465724946517784,0.05011327442675535,0.03539977448802562,0.07017261138177479,0.024462914244898618,0.03693612778675191,0.025029219445062693
2,0.06290753281130054,0.06637803021891486,0.0470946927733954,0.02871829271962596,0.04376073904353457,0.01486343799194434,0.02553607383506424,0.015060817929170071,0.014117557971146114,0.05370977202276079,0.025252334799192956
3,0.0038457569557501054,0.05975747712028679,0.019727501389586337,0.015167552823834743,0.036481456007438566,0.015110347182831784,0.010263089389384621,0.009651940298977361,0.01317342645326301,0.0010199956474603693,0.03950094831912823
4,0.014351570497260192,0.04199217855017825,0.022479863392124162,0.013085764051943016,0.016297577339231213,0.0007122689945086372,0.0020102286606267367,0.010624293708631242,0.006796648148951274,0.023565730182415413,0.011485703606536727
5,0.00013440222514596659,0.009139399444637883,0.00558593770121028,0.029857541656315493,0.002824248400766418,0.0012864409198206665,0.016868915994748032,0.0061074656121657255,0.00022319765520959628,0.000563669034868923,0.010771818023695541
6,0.005943863891741981,0.0011324965689901278,0.0003817401732370488,0.006866483107045466,0.0003113665269059826,0.011533330590695985,0.00038527382256619115,0.0008471001873147791,0.00037246263565732045,0.00957230451155201,0.0025824765669716122
7,3.178146063315991e-05,0.00021543916244496156,0.012096310400099668,0.01701116529814503,7.657928181229248e-05,0.00014873411688580591,0.00020939207055926078,0.042063535449370915,8.244676982179303e-05,7.835455715328454e-05,0.018102698208813064
8,8.864868387704547e-05,0.00015100182719527191,9.10836658762574e-05,5.234663414943955e-05,0.00208144804989612,8.620412234880068e-05,7.510392135996226e-05,6.89217720950602e-05,5.9709716765181733e-05,5.378573772657231e-05,4.29766740410115e-05
9,1.3930377036581315e-05,3.349143315736509e-05,2.6309698191536238e-05,1.9750788521690453e-05,1.7093522253352252e-05,0.012081799851364792,3.5429558592481314e-15,3.5392695718616807e-15,,,
10,,,,,,,,,,,
